# Entries transcribed whole from the page scans, replacing what the OCR made
# of them.
#
# These are not word-level damage — no substitution table reaches them. In each
# the OCR merged foreign material into the saying: a footnote, a running head,
# a page number, or the neighbouring entry. Several are also cut short where a
# page break fell inside them, so the text had to be assembled from two pages.
#
# Read off the page images at
#   archive.org/details/the-sayings-of-muhammad_202401
# after tools/abbyy_diff.py showed the two OCR passes disagreeing. The page
# given is where the entry starts; it runs 3 ahead of the printed folio.
#
# Where the two passes disagreed the image decided, and it did not always side
# with the cleaner-looking pass: 318 is "her to", not ABBYY's "hereto".
#
# Format: n<TAB>scan page<TAB>topic<TAB>text
63	64	Compassion	There is no reward but Paradise for a Muslim who suffereth with patience when the soul of his affectionate friend is taken.
78	66	Control Of Self	That person is wise and sensible who subdueth his carnal desires and hopeth for rewards from God; and he is an ignorant man who followeth his lustful appetites, and with all this asketh God's forgiveness.
80	67	Control Of Self	"Give me advice," said someone. Muhammad said, "Be not angry."
156	77	The Duty Of Believers	He is true who protecteth his brethren both present and absent.
197	84	Gentleness	Whoever hath been given gentleness hath been given a good portion, in this world and the next.
203	85	God	God saith, "The person I hold as a beloved, I am his hearing by which he heareth, and I am his sight by which he seeth, and I am his hands by which he holdeth, and I am his feet by which he walketh."
298	98	Marriage	A woman may be married by four qualifications: one on account of her money; another, on account of the nobility of her pedigree (Shijra); another, on account of her beauty; the fourth, on account of her virtue. Therefore, look out for a woman that hath virtue: but if you do it from any other consideration, your hands be rubbed in dirt.
312	100	Muhammad The Prophet	I am no more than man; when I order you anything respecting religion, receive it, and when I order you anything about the affairs of the world, then am I nothing more than man.
315	101	Muhammad The Prophet	'Áishah said, "A party of Jews asked permission to go to Muhammad, and said, 'Death upon you.' And I answered their insult by saying, 'Rather upon you be death and curse.' Then Muhammad said, 'Be mild, O 'Áishah! and make a point of being kind, and withhold thyself from speaking harshly.' I said, 'Did you not hear what they said?' He said, 'Verily, I do always say, "Be the same to you."'"
317	101	Muhammad The Prophet	Zaid, Muhammad's servant, said, "I served Lord Muhammad ten years, and he never said 'Uff,' to me; and never said, 'Why did you do so?' and never said, 'Why did you not do so?'"
323	103	Muhammad The Prophet's Mission	Muhammad slept upon a mat, and got up very marked on the body by it: and someone said, "O Messenger of God! if thou hadst ordered me, I would have spread a soft bed for thee." Lord Muhammad said, "What business have I with the world? I am like a man on horseback, who standeth under the shade of a tree, then leaveth it."
336	106	Parents	(i) Heaven lieth at the feet of Mothers. (ii) God's pleasure is in a father's pleasure; and God's displeasure is in a father's displeasure.
399	116	Sin	Can any one walk through water without wetting his feet? The companions replied, "No"; Muhammad said, "Such is the condition of those of the world; they are not safe from sins."
P4	52	-	That which is lawful is clear, and that which is unlawful likewise, but there are certain doubtful things between the two from which it is well to abstain.
11	54	Abstinence	S'ad b. Abi Waqqás said: "The Apostle forbade 'Uthmán b. Ma'zún from avoiding marriage: and if he had permitted that to him, verily we (the other Muslims) would have become eunuchs."
130	73	The Duty Of Believers	Happy is the Mu'min (Muslim), for, if good befalleth him, he praiseth and thanketh God; and, if misfortune, praiseth God and beareth it patiently; therefore a Mu'min is rewarded for every good he doth, even for his raising a morsel of food to the mouth of his wife.
136	75	The Duty Of Believers	There are three roots to Imán (Faith): not to trouble him who shall say 'there is no deity but God'; not to think him an unbeliever on account of one fault; and not to discard him for one crime.
148	76	The Duty Of Believers	"The duties of Muslims to each other are six." It was asked, "What are they, O Messenger of God?" He said, "When you meet a Muslim, greet him, and when he inviteth you to dinner, accept; and when he asketh you for advice, give it him; and when he sneezeth and saith, 'Praise be to God', do you say, 'May God have mercy upon thee'; and when he is sick, visit him; and when he dieth, follow his bier."
238	90	Islam	"Inform me in the matter of Islám," said Sufyán, "so that I may have no occasion to ask others about it." Muhammad said, "Say, O Sufyán, 'I believe in God'; after which obey the commandments, and abandon the things forbidden."
273	95	Learning	Go in quest of knowledge even unto China.
290	97	Learning	Acquire knowledge. It enableth its possessor to distinguish right from wrong; it lighteth the way to Heaven; it is our friend in the desert, our society in solitude, our companion when friendless; it guideth us to happiness; it sustaineth us in misery; it is an ornament amongst friends, and an armour against enemies.
367	110	Riches	Verily, of things which I fear for you, after my departure from the world, is this: that the ornaments and goods of the world may be pleasing to you. Then a man said, "O Messenger of God! doth good bring harm?" Lord Muhammad said, "Verily good doth not bring harm: I mean if there be much wealth, it is a blessing; and there is no harm in it, unless from stinginess and extravagance; like the spring, which causeth nothing to grow but what is good: and harm and destruction are from the abuse thereof."
391	115	Servants	Zaid, Muhammad's servant, said, "I served Muhammad ten years, and he never said 'Uff,' to me; and never said, 'Why did you do so?' and never said, 'Why did you not do so?'"
